school_year,division_number,division_name,level,test_level,pass_count,total_count,pass_rate,test_year,grade,demographic,max_grade,years_from_end,cohort,division_use,region,division,mean_rate,direction,min_rate,average,filter_out,demographic_use,level_use
2017-2018,71,Pittsylvania County,Disadvan,Grade 7,299,379,78.89,2018,7,Socioeconomics,8,1,2019,pittsylvania_county,Region 6 – Western Virginia,Pittsylvania County,84.10499999999999,-1,78.89,83.33,0,socioeconomics,disadvan
2017-2018,142,Poquoson City,Other,Grade 7,134,148,90.54,2018,7,Socioeconomics,8,1,2019,poquoson_city,Region 2 – Tidewater,Poquoson City,82.035,1,73.53,87.36,0,socioeconomics,other
2017-2018,142,Poquoson City,Disadvan,Grade 7,25,34,73.53,2018,7,Socioeconomics,8,1,2019,poquoson_city,Region 2 – Tidewater,Poquoson City,82.035,-1,73.53,87.36,0,socioeconomics,disadvan
2017-2018,121,Portsmouth City,Other,Grade 7,243,305,79.67,2018,7,Socioeconomics,8,1,2019,portsmouth_city,Region 2 – Tidewater,Portsmouth City,72.025,1,64.38,69.31,0,socioeconomics,other
2017-2018,121,Portsmouth City,Disadvan,Grade 7,412,640,64.38,2018,7,Socioeconomics,8,1,2019,portsmouth_city,Region 2 – Tidewater,Portsmouth City,72.025,-1,64.38,69.31,0,socioeconomics,disadvan
2017-2018,72,Powhatan County,Other,Grade 7,215,262,82.06,2018,7,Socioeconomics,8,1,2019,powhatan_county,Region 1 – Central Virginia,Powhatan County,71.465,1,60.87,77.64,0,socioeconomics,other
2017-2018,72,Powhatan County,Disadvan,Grade 7,42,69,60.87,2018,7,Socioeconomics,8,1,2019,powhatan_county,Region 1 – Central Virginia,Powhatan County,71.465,-1,60.87,77.64,0,socioeconomics,disadvan
2017-2018,73,Prince Edward County,Other,Grade 7,29,31,93.55,2018,7,Socioeconomics,8,1,2019,prince_edward_county,Region 8 – Southside,Prince Edward County,81.945,1,70.34,75.17,0,socioeconomics,other
2017-2018,73,Prince Edward County,Disadvan,Grade 7,83,118,70.34,2018,7,Socioeconomics,8,1,2019,prince_edward_county,Region 8 – Southside,Prince Edward County,81.945,-1,70.34,75.17,0,socioeconomics,disadvan
2017-2018,74,Prince George County,Other,Grade 7,211,250,84.4,2018,7,Socioeconomics,8,1,2019,prince_george_county,Region 1 – Central Virginia,Prince George County,82.2,1,80,82.5,0,socioeconomics,other
2017-2018,74,Prince George County,Disadvan,Grade 7,152,190,80,2018,7,Socioeconomics,8,1,2019,prince_george_county,Region 1 – Central Virginia,Prince George County,82.2,-1,80,82.5,0,socioeconomics,disadvan
2017-2018,75,Prince William County,Other,Grade 7,3212,3559,90.25,2018,7,Socioeconomics,8,1,2019,prince_william_county,Region 4 – Northern Virginia,Prince William County,79.5,1,68.75,80.35,0,socioeconomics,other
2017-2018,75,Prince William County,Disadvan,Grade 7,2088,3037,68.75,2018,7,Socioeconomics,8,1,2019,prince_william_county,Region 4 – Northern Virginia,Prince William County,79.5,-1,68.75,80.35,0,socioeconomics,disadvan
2017-2018,77,Pulaski County,Other,Grade 7,131,151,86.75,2018,7,Socioeconomics,8,1,2019,pulaski_county,Region 7 – Southwest,Pulaski County,77.91499999999999,1,69.08,77.89,0,socioeconomics,other
2017-2018,77,Pulaski County,Disadvan,Grade 7,105,152,69.08,2018,7,Socioeconomics,8,1,2019,pulaski_county,Region 7 – Southwest,Pulaski County,77.91499999999999,-1,69.08,77.89,0,socioeconomics,disadvan
2017-2018,122,Radford City,Other,Grade 7,60,63,95.24,2018,7,Socioeconomics,8,1,2019,radford_city,Region 7 – Southwest,Radford City,86.255,1,77.27,86.05,0,socioeconomics,other
2017-2018,122,Radford City,Disadvan,Grade 7,51,66,77.27,2018,7,Socioeconomics,8,1,2019,radford_city,Region 7 – Southwest,Radford City,86.255,-1,77.27,86.05,0,socioeconomics,disadvan
2017-2018,78,Rappahannock County,Other,Grade 7,32,37,86.49,2018,7,Socioeconomics,8,1,2019,rappahannock_county,Region 4 – Northern Virginia,Rappahannock County,83.87,1,81.25,84.91,0,socioeconomics,other
2017-2018,78,Rappahannock County,Disadvan,Grade 7,13,16,81.25,2018,7,Socioeconomics,8,1,2019,rappahannock_county,Region 4 – Northern Virginia,Rappahannock County,83.87,-1,81.25,84.91,0,socioeconomics,disadvan
2017-2018,123,Richmond City,Other,Grade 7,433,571,75.83,2018,7,Socioeconomics,8,1,2019,richmond_city,Region 1 – Central Virginia,Richmond City,60.795,1,45.76,56.52,0,socioeconomics,other
2017-2018,123,Richmond City,Disadvan,Grade 7,469,1025,45.76,2018,7,Socioeconomics,8,1,2019,richmond_city,Region 1 – Central Virginia,Richmond City,60.795,-1,45.76,56.52,0,socioeconomics,disadvan
2017-2018,79,Richmond County,Other,Grade 7,35,37,94.59,2018,7,Socioeconomics,8,1,2019,richmond_county,Region 3 – Northern Neck,Richmond County,86.77000000000001,1,78.95,85.11,0,socioeconomics,other
2017-2018,79,Richmond County,Disadvan,Grade 7,45,57,78.95,2018,7,Socioeconomics,8,1,2019,richmond_county,Region 3 – Northern Neck,Richmond County,86.77000000000001,-1,78.95,85.11,0,socioeconomics,disadvan
2017-2018,124,Roanoke City,Other,Grade 7,241,288,83.68,2018,7,Socioeconomics,8,1,2019,roanoke_city,Region 6 – Western Virginia,Roanoke City,76.47,1,69.26,74.05,0,socioeconomics,other
2017-2018,124,Roanoke City,Disadvan,Grade 7,401,579,69.26,2018,7,Socioeconomics,8,1,2019,roanoke_city,Region 6 – Western Virginia,Roanoke City,76.47,-1,69.26,74.05,0,socioeconomics,disadvan
2017-2018,80,Roanoke County,Other,Grade 7,671,760,88.29,2018,7,Socioeconomics,8,1,2019,roanoke_county,Region 6 – Western Virginia,Roanoke County,84.17500000000001,1,80.06,85.69,0,socioeconomics,other
2017-2018,80,Roanoke County,Disadvan,Grade 7,281,351,80.06,2018,7,Socioeconomics,8,1,2019,roanoke_county,Region 6 – Western Virginia,Roanoke County,84.17500000000001,-1,80.06,85.69,0,socioeconomics,disadvan
2017-2018,81,Rockbridge County,Other,Grade 7,93,102,91.18,2018,7,Socioeconomics,8,1,2019,rockbridge_county,Region 5 – Valley,Rockbridge County,80.495,1,69.81,80.29,0,socioeconomics,other
2017-2018,81,Rockbridge County,Disadvan,Grade 7,74,106,69.81,2018,7,Socioeconomics,8,1,2019,rockbridge_county,Region 5 – Valley,Rockbridge County,80.495,-1,69.81,80.29,0,socioeconomics,disadvan
2017-2018,82,Rockingham County,Other,Grade 7,440,497,88.53,2018,7,Socioeconomics,8,1,2019,rockingham_county,Region 5 – Valley,Rockingham County,79.52000000000001,1,70.51,81.01,0,socioeconomics,other
2017-2018,82,Rockingham County,Disadvan,Grade 7,251,356,70.51,2018,7,Socioeconomics,8,1,2019,rockingham_county,Region 5 – Valley,Rockingham County,79.52000000000001,-1,70.51,81.01,0,socioeconomics,disadvan
2017-2018,83,Russell County,Other,Grade 7,99,105,94.29,2018,7,Socioeconomics,8,1,2019,russell_county,Region 7 – Southwest,Russell County,88.59,1,82.89,86.99,0,socioeconomics,other
2017-2018,83,Russell County,Disadvan,Grade 7,155,187,82.89,2018,7,Socioeconomics,8,1,2019,russell_county,Region 7 – Southwest,Russell County,88.59,-1,82.89,86.99,0,socioeconomics,disadvan
2017-2018,139,Salem City,Other,Grade 7,181,206,87.86,2018,7,Socioeconomics,8,1,2019,salem_city,Region 6 – Western Virginia,Salem City,76.075,1,64.29,80.26,0,socioeconomics,other
2017-2018,139,Salem City,Disadvan,Grade 7,63,98,64.29,2018,7,Socioeconomics,8,1,2019,salem_city,Region 6 – Western Virginia,Salem City,76.075,-1,64.29,80.26,0,socioeconomics,disadvan
2017-2018,84,Scott County,Other,Grade 7,102,107,95.33,2018,7,Socioeconomics,8,1,2019,scott_county,Region 7 – Southwest,Scott County,89.33,1,83.33,88.57,0,socioeconomics,other
2017-2018,84,Scott County,Disadvan,Grade 7,115,138,83.33,2018,7,Socioeconomics,8,1,2019,scott_county,Region 7 – Southwest,Scott County,89.33,-1,83.33,88.57,0,socioeconomics,disadvan
2017-2018,85,Shenandoah County,Other,Grade 7,193,230,83.91,2018,7,Socioeconomics,8,1,2019,shenandoah_county,Region 4 – Northern Virginia,Shenandoah County,71.955,1,60,73.1,0,socioeconomics,other
2017-2018,85,Shenandoah County,Disadvan,Grade 7,114,190,60,2018,7,Socioeconomics,8,1,2019,shenandoah_county,Region 4 – Northern Virginia,Shenandoah County,71.955,-1,60,73.1,0,socioeconomics,disadvan
2017-2018,86,Smyth County,Other,Grade 7,122,132,92.42,2018,7,Socioeconomics,8,1,2019,smyth_county,Region 7 – Southwest,Smyth County,84.775,1,77.13,82.82,0,socioeconomics,other
2017-2018,86,Smyth County,Disadvan,Grade 7,172,223,77.13,2018,7,Socioeconomics,8,1,2019,smyth_county,Region 7 – Southwest,Smyth County,84.775,-1,77.13,82.82,0,socioeconomics,disadvan
2017-2018,87,Southampton County,Other,Grade 7,99,109,90.83,2018,7,Socioeconomics,8,1,2019,southampton_county,Region 2 – Tidewater,Southampton County,87.39,1,83.95,87.89,0,socioeconomics,other
2017-2018,87,Southampton County,Disadvan,Grade 7,68,81,83.95,2018,7,Socioeconomics,8,1,2019,southampton_county,Region 2 – Tidewater,Southampton County,87.39,-1,83.95,87.89,0,socioeconomics,disadvan
2017-2018,88,Spotsylvania County,Other,Grade 7,1007,1168,86.22,2018,7,Socioeconomics,8,1,2019,spotsylvania_county,Region 3 – Northern Neck,Spotsylvania County,76.275,1,66.33,78.76,0,socioeconomics,other
2017-2018,88,Spotsylvania County,Disadvan,Grade 7,465,701,66.33,2018,7,Socioeconomics,8,1,2019,spotsylvania_county,Region 3 – Northern Neck,Spotsylvania County,76.275,-1,66.33,78.76,0,socioeconomics,disadvan
2017-2018,89,Stafford County,Other,Grade 7,1272,1408,90.34,2018,7,Socioeconomics,8,1,2019,stafford_county,Region 3 – Northern Neck,Stafford County,81.15,1,71.96,83.96,0,socioeconomics,other
2017-2018,89,Stafford County,Disadvan,Grade 7,539,749,71.96,2018,7,Socioeconomics,8,1,2019,stafford_county,Region 3 – Northern Neck,Stafford County,81.15,-1,71.96,83.96,0,socioeconomics,disadvan
2017-2018,126,Staunton City,Other,Grade 7,94,119,78.99,2018,7,Socioeconomics,8,1,2019,staunton_city,Region 5 – Valley,Staunton City,70.81,1,62.63,71.56,0,socioeconomics,other
2017-2018,126,Staunton City,Disadvan,Grade 7,62,99,62.63,2018,7,Socioeconomics,8,1,2019,staunton_city,Region 5 – Valley,Staunton City,70.81,-1,62.63,71.56,0,socioeconomics,disadvan
2017-2018,127,Suffolk City,Other,Grade 7,483,552,87.5,2018,7,Socioeconomics,8,1,2019,suffolk_city,Region 2 – Tidewater,Suffolk City,78.185,1,68.87,79.1,0,socioeconomics,other
2017-2018,127,Suffolk City,Disadvan,Grade 7,312,453,68.87,2018,7,Socioeconomics,8,1,2019,suffolk_city,Region 2 – Tidewater,Suffolk City,78.185,-1,68.87,79.1,0,socioeconomics,disadvan
2017-2018,90,Surry County,Other,Grade 7,15,17,88.24,2018,7,Socioeconomics,8,1,2019,surry_county,Region 1 – Central Virginia,Surry County,83.145,1,78.05,81.03,0,socioeconomics,other
2017-2018,90,Surry County,Disadvan,Grade 7,32,41,78.05,2018,7,Socioeconomics,8,1,2019,surry_county,Region 1 – Central Virginia,Surry County,83.145,-1,78.05,81.03,0,socioeconomics,disadvan
2017-2018,91,Sussex County,Other,Grade 7,31,41,75.61,2018,7,Socioeconomics,8,1,2019,sussex_county,Region 1 – Central Virginia,Sussex County,74.57,1,73.53,74.67,0,socioeconomics,other
2017-2018,91,Sussex County,Disadvan,Grade 7,25,34,73.53,2018,7,Socioeconomics,8,1,2019,sussex_county,Region 1 – Central Virginia,Sussex County,74.57,-1,73.53,74.67,0,socioeconomics,disadvan
2017-2018,92,Tazewell County,Other,Grade 7,167,185,90.27,2018,7,Socioeconomics,8,1,2019,tazewell_county,Region 7 – Southwest,Tazewell County,84.32499999999999,1,78.38,83.33,0,socioeconomics,other
2017-2018,92,Tazewell County,Disadvan,Grade 7,203,259,78.38,2018,7,Socioeconomics,8,1,2019,tazewell_county,Region 7 – Southwest,Tazewell County,84.32499999999999,-1,78.38,83.33,0,socioeconomics,disadvan
2017-2018,128,Virginia Beach City,Other,Grade 7,2867,3107,92.28,2018,7,Socioeconomics,8,1,2019,virginia_beach_city,Region 2 – Tidewater,Virginia Beach City,86.4,1,80.52,87.58,0,socioeconomics,other
2017-2018,128,Virginia Beach City,Disadvan,Grade 7,1662,2064,80.52,2018,7,Socioeconomics,8,1,2019,virginia_beach_city,Region 2 – Tidewater,Virginia Beach City,86.4,-1,80.52,87.58,0,socioeconomics,disadvan
2017-2018,93,Warren County,Other,Grade 7,198,230,86.09,2018,7,Socioeconomics,8,1,2019,warren_county,Region 4 – Northern Virginia,Warren County,77.53,1,68.97,78.71,0,socioeconomics,other
2017-2018,93,Warren County,Disadvan,Grade 7,120,174,68.97,2018,7,Socioeconomics,8,1,2019,warren_county,Region 4 – Northern Virginia,Warren County,77.53,-1,68.97,78.71,0,socioeconomics,disadvan
2017-2018,94,Washington County,Other,Grade 7,175,186,94.09,2018,7,Socioeconomics,8,1,2019,washington_county,Region 7 – Southwest,Washington County,86.03,1,77.97,83.52,0,socioeconomics,other
2017-2018,94,Washington County,Disadvan,Grade 7,276,354,77.97,2018,7,Socioeconomics,8,1,2019,washington_county,Region 7 – Southwest,Washington County,86.03,-1,77.97,83.52,0,socioeconomics,disadvan
2017-2018,130,Waynesboro City,Other,Grade 7,75,87,86.21,2018,7,Socioeconomics,8,1,2019,waynesboro_city,Region 5 – Valley,Waynesboro City,74.925,1,63.64,72.6,0,socioeconomics,other
2017-2018,130,Waynesboro City,Disadvan,Grade 7,84,132,63.64,2018,7,Socioeconomics,8,1,2019,waynesboro_city,Region 5 – Valley,Waynesboro City,74.925,-1,63.64,72.6,0,socioeconomics,disadvan
2017-2018,207,West Point,Other,Grade 7,35,35,100,2018,7,Socioeconomics,8,1,2019,west_point,Region 3 – Northern Neck,West Point,92.10499999999999,1,84.21,94.44,0,socioeconomics,other
2017-2018,207,West Point,Disadvan,Grade 7,16,19,84.21,2018,7,Socioeconomics,8,1,2019,west_point,Region 3 – Northern Neck,West Point,92.10499999999999,-1,84.21,94.44,0,socioeconomics,disadvan
2017-2018,95,Westmoreland County,Other,Grade 7,24,30,80,2018,7,Socioeconomics,8,1,2019,westmoreland_county,Region 3 – Northern Neck,Westmoreland County,75.21000000000001,1,70.42,73.27,0,socioeconomics,other
2017-2018,95,Westmoreland County,Disadvan,Grade 7,50,71,70.42,2018,7,Socioeconomics,8,1,2019,westmoreland_county,Region 3 – Northern Neck,Westmoreland County,75.21000000000001,-1,70.42,73.27,0,socioeconomics,disadvan
2017-2018,131,Williamsburg-James City County,Other,Grade 7,507,554,91.52,2018,7,Socioeconomics,8,1,2019,williamsburg-james_city_county,Region 2 – Tidewater,Williamsburg-James City County,77.00999999999999,1,62.5,81.41,0,socioeconomics,other
2017-2018,131,Williamsburg-James City County,Disadvan,Grade 7,185,296,62.5,2018,7,Socioeconomics,8,1,2019,williamsburg-james_city_county,Region 2 – Tidewater,Williamsburg-James City County,77.00999999999999,-1,62.5,81.41,0,socioeconomics,disadvan
2017-2018,132,Winchester City,Other,Grade 7,105,117,89.74,2018,7,Socioeconomics,8,1,2019,winchester_city,Region 4 – Northern Virginia,Winchester City,77.85,1,65.96,75.08,0,socioeconomics,other
2017-2018,132,Winchester City,Disadvan,Grade 7,124,188,65.96,2018,7,Socioeconomics,8,1,2019,winchester_city,Region 4 – Northern Virginia,Winchester City,77.85,-1,65.96,75.08,0,socioeconomics,disadvan
2017-2018,96,Wise County,Other,Grade 7,161,172,93.6,2018,7,Socioeconomics,8,1,2019,wise_county,Region 7 – Southwest,Wise County,89.14,1,84.68,88.33,0,socioeconomics,other
2017-2018,96,Wise County,Disadvan,Grade 7,210,248,84.68,2018,7,Socioeconomics,8,1,2019,wise_county,Region 7 – Southwest,Wise County,89.14,-1,84.68,88.33,0,socioeconomics,disadvan
2017-2018,97,Wythe County,Other,Grade 7,172,183,93.99,2018,7,Socioeconomics,8,1,2019,wythe_county,Region 7 – Southwest,Wythe County,87.38,1,80.77,88.5,0,socioeconomics,other
2017-2018,97,Wythe County,Disadvan,Grade 7,105,130,80.77,2018,7,Socioeconomics,8,1,2019,wythe_county,Region 7 – Southwest,Wythe County,87.38,-1,80.77,88.5,0,socioeconomics,disadvan
2017-2018,98,York County,Other,Grade 7,732,799,91.61,2018,7,Socioeconomics,8,1,2019,york_county,Region 2 – Tidewater,York County,86.10499999999999,1,80.6,89.4,0,socioeconomics,other
2017-2018,98,York County,Disadvan,Grade 7,162,201,80.6,2018,7,Socioeconomics,8,1,2019,york_county,Region 2 – Tidewater,York County,86.10499999999999,-1,80.6,89.4,0,socioeconomics,disadvan
2018-2019,1,Accomack County,Other,Grade 8,94,107,87.85,2019,8,Socioeconomics,8,0,2019,accomack_county,Region 2 – Tidewater,Accomack County,75.22,1,62.59,69.61,0,socioeconomics,other
2018-2019,1,Accomack County,Disadvan,Grade 8,174,278,62.59,2019,8,Socioeconomics,8,0,2019,accomack_county,Region 2 – Tidewater,Accomack County,75.22,-1,62.59,69.61,0,socioeconomics,disadvan
2018-2019,2,Albemarle County,Other,Grade 8,633,717,88.28,2019,8,Socioeconomics,8,0,2019,albemarle_county,Region 5 – Valley,Albemarle County,72.61500000000001,1,56.95,79.15,0,socioeconomics,other
2018-2019,2,Albemarle County,Disadvan,Grade 8,168,295,56.95,2019,8,Socioeconomics,8,0,2019,albemarle_county,Region 5 – Valley,Albemarle County,72.61500000000001,-1,56.95,79.15,0,socioeconomics,disadvan
2018-2019,101,Alexandria City,Other,Grade 8,310,348,89.08,2019,8,Socioeconomics,8,0,2019,alexandria_city,Region 4 – Northern Virginia,Alexandria City,71.09,1,53.1,66.35,0,socioeconomics,other
2018-2019,101,Alexandria City,Disadvan,Grade 8,317,597,53.1,2019,8,Socioeconomics,8,0,2019,alexandria_city,Region 4 – Northern Virginia,Alexandria City,71.09,-1,53.1,66.35,0,socioeconomics,disadvan
2018-2019,3,Alleghany County,Other,Grade 8,65,85,76.47,2019,8,Socioeconomics,8,0,2019,alleghany_county,Region 6 – Western Virginia,Alleghany County,66.08500000000001,1,55.7,66.46,0,socioeconomics,other
2018-2019,3,Alleghany County,Disadvan,Grade 8,44,79,55.7,2019,8,Socioeconomics,8,0,2019,alleghany_county,Region 6 – Western Virginia,Alleghany County,66.08500000000001,-1,55.7,66.46,0,socioeconomics,disadvan
2018-2019,4,Amelia County,Other,Grade 8,52,65,80,2019,8,Socioeconomics,8,0,2019,amelia_county,Region 8 – Southside,Amelia County,73.845,1,67.69,73.85,0,socioeconomics,other
2018-2019,4,Amelia County,Disadvan,Grade 8,44,65,67.69,2019,8,Socioeconomics,8,0,2019,amelia_county,Region 8 – Southside,Amelia County,73.845,-1,67.69,73.85,0,socioeconomics,disadvan
2018-2019,5,Amherst County,Other,Grade 8,134,157,85.35,2019,8,Socioeconomics,8,0,2019,amherst_county,Region 5 – Valley,Amherst County,79.675,1,74,79.8,0,socioeconomics,other
2018-2019,5,Amherst County,Disadvan,Grade 8,111,150,74,2019,8,Socioeconomics,8,0,2019,amherst_county,Region 5 – Valley,Amherst County,79.675,-1,74,79.8,0,socioeconomics,disadvan
2018-2019,6,Appomattox County,Other,Grade 8,62,75,82.67,2019,8,Socioeconomics,8,0,2019,appomattox_county,Region 8 – Southside,Appomattox County,76.95,1,71.23,77.03,0,socioeconomics,other
2018-2019,6,Appomattox County,Disadvan,Grade 8,52,73,71.23,2019,8,Socioeconomics,8,0,2019,appomattox_county,Region 8 – Southside,Appomattox County,76.95,-1,71.23,77.03,0,socioeconomics,disadvan
2018-2019,7,Arlington County,Other,Grade 8,1294,1402,92.3,2019,8,Socioeconomics,8,0,2019,arlington_county,Region 4 – Northern Virginia,Arlington County,76.8,1,61.3,83.89,0,socioeconomics,other
2018-2019,7,Arlington County,Disadvan,Grade 8,320,522,61.3,2019,8,Socioeconomics,8,0,2019,arlington_county,Region 4 – Northern Virginia,Arlington County,76.8,-1,61.3,83.89,0,socioeconomics,disadvan
2018-2019,8,Augusta County,Other,Grade 8,430,511,84.15,2019,8,Socioeconomics,8,0,2019,augusta_county,Region 5 – Valley,Augusta County,76.92500000000001,1,69.7,78.84,0,socioeconomics,other
2018-2019,8,Augusta County,Disadvan,Grade 8,207,297,69.7,2019,8,Socioeconomics,8,0,2019,augusta_county,Region 5 – Valley,Augusta County,76.92500000000001,-1,69.7,78.84,0,socioeconomics,disadvan
2018-2019,9,Bath County,Other,Grade 8,21,23,91.3,2019,8,Socioeconomics,8,0,2019,bath_county,Region 5 – Valley,Bath County,78.005,1,64.71,80,0,socioeconomics,other
2018-2019,9,Bath County,Disadvan,Grade 8,11,17,64.71,2019,8,Socioeconomics,8,0,2019,bath_county,Region 5 – Valley,Bath County,78.005,-1,64.71,80,0,socioeconomics,disadvan
2018-2019,10,Bedford County,Other,Grade 8,364,434,83.87,2019,8,Socioeconomics,8,0,2019,bedford_county,Region 5 – Valley,Bedford County,71.605,1,59.34,74.4,0,socioeconomics,other
2018-2019,10,Bedford County,Disadvan,Grade 8,162,273,59.34,2019,8,Socioeconomics,8,0,2019,bedford_county,Region 5 – Valley,Bedford County,71.605,-1,59.34,74.4,0,socioeconomics,disadvan
2018-2019,11,Bland County,Other,Grade 8,25,31,80.65,2019,8,Socioeconomics,8,0,2019,bland_county,Region 7 – Southwest,Bland County,73.66,1,66.67,73.77,0,socioeconomics,other
